locus_tag	ftype	gene	EC_number	product
PALMKOPA_01554	CDS	5.1.3.21	Maltose epimerase	
PALMKOPA_01555	CDS	hypothetical protein		
PALMKOPA_01556	CDS	hypothetical protein		
PALMKOPA_01557	CDS	zur	Zinc-specific metallo-regulatory protein	
PALMKOPA_01558	CDS	gmk_2	2.7.4.8	Guanylate kinase
PALMKOPA_01559	CDS	ndx1	3.6.1.61	Diadenosine hexaphosphate hydrolase
PALMKOPA_01560	CDS	yhdG_3	putative amino acid permease YhdG	
PALMKOPA_01561	CDS	pepX	3.4.14.11	Xaa-Pro dipeptidyl-peptidase
PALMKOPA_01562	CDS	3.1.2.-	Putative esterase	
PALMKOPA_01563	CDS	menB	4.1.3.36	"1,4-dihydroxy-2-naphthoyl-CoA synthase"
PALMKOPA_01564	CDS	menE	6.2.1.26	2-succinylbenzoate--CoA ligase
PALMKOPA_01565	CDS	sauU	putative sulfoacetate transporter SauU	
PALMKOPA_01566	CDS	adh_4	1.1.1.80	NADP-dependent isopropanol dehydrogenase
PALMKOPA_01567	CDS	metB_2	2.5.1.48	Cystathionine gamma-synthase
PALMKOPA_01568	CDS	cysM	2.5.1.47	Cysteine synthase
PALMKOPA_01569	CDS	hypothetical protein		
PALMKOPA_01570	CDS	hypothetical protein		
PALMKOPA_01571	CDS	hypothetical protein		
PALMKOPA_01572	CDS	FMN-binding protein		
PALMKOPA_01573	CDS	hypothetical protein		
PALMKOPA_01574	CDS	hypothetical protein		
PALMKOPA_01575	CDS	hypothetical protein		
PALMKOPA_01576	CDS	dnaD	DNA replication protein DnaD	
PALMKOPA_01577	CDS	asnS	6.1.1.22	Asparagine--tRNA ligase
PALMKOPA_01578	CDS	hypothetical protein		
PALMKOPA_01579	CDS	dinG	3.6.4.12	putative ATP-dependent helicase DinG 
PALMKOPA_01580	CDS	galK_2	2.7.1.6	Galactokinase
PALMKOPA_01581	CDS	thrB_2	2.7.1.39	Homoserine kinase
PALMKOPA_01582	CDS	2.7.4.2	Phosphomevalonate kinase	
PALMKOPA_01583	CDS	fni	5.3.3.2	Isopentenyl-diphosphate delta-isomerase
PALMKOPA_01584	CDS	pstB3_2	3.6.3.27	Phosphate import ATP-binding protein PstB 3
PALMKOPA_01585	CDS	hypothetical protein		
PALMKOPA_01586	CDS	miaA	2.5.1.75	tRNA dimethylallyltransferase
PALMKOPA_01587	CDS	glnA	6.3.1.2	Glutamine synthetase
PALMKOPA_01588	CDS	hypothetical protein		
PALMKOPA_01589	CDS	hypothetical protein		
PALMKOPA_01590	CDS	hypothetical protein		
PALMKOPA_01591	CDS	hypothetical protein		
PALMKOPA_01592	CDS	xerD_3	Tyrosine recombinase XerD	
PALMKOPA_01593	CDS	hypothetical protein		
PALMKOPA_01594	CDS	hypothetical protein		
PALMKOPA_01595	CDS	hypothetical protein		
PALMKOPA_01596	CDS	hypothetical protein		
PALMKOPA_01597	CDS	hypothetical protein		
PALMKOPA_01598	CDS	hypothetical protein		
PALMKOPA_01599	CDS	immR	HTH-type transcriptional regulator ImmR	
PALMKOPA_01600	CDS	ideR	Iron-dependent repressor IdeR	
PALMKOPA_01601	CDS	cspLA	Cold shock-like protein CspLA	
PALMKOPA_01602	CDS	hypothetical protein		
PALMKOPA_01603	CDS	hypothetical protein		
PALMKOPA_01604	CDS	hypothetical protein		
PALMKOPA_01605	CDS	hypothetical protein		
PALMKOPA_01606	CDS	rimL	2.3.1.-	Ribosomal-protein-serine acetyltransferase
PALMKOPA_01607	CDS	lysP_2	Lysine-specific permease	
PALMKOPA_01608	CDS	2.7.1.113	Deoxyguanosine kinase	
PALMKOPA_01609	tRNA	tRNA-Val(tac)		
PALMKOPA_01610	tRNA	tRNA-Leu(tag)		
PALMKOPA_01611	tRNA	tRNA-Gly(gcc)		
PALMKOPA_01612	tRNA	tRNA-Arg(acg)		
PALMKOPA_01613	tRNA	tRNA-Pro(cgg)		
PALMKOPA_01614	CDS	hdhA	1.1.1.159	7-alpha-hydroxysteroid dehydrogenase
PALMKOPA_01615	CDS	fabG2	1.-.-.-	putative oxidoreductase
PALMKOPA_01616	CDS	lvr_2	1.1.1.-	Levodione reductase
PALMKOPA_01617	CDS	uppP	3.6.1.27	Undecaprenyl-diphosphatase
PALMKOPA_01618	CDS	hypothetical protein		
PALMKOPA_01619	CDS	ykoE_2	Putative HMP/thiamine permease protein YkoE	
PALMKOPA_01620	CDS	hypothetical protein		
PALMKOPA_01621	CDS	putative HTH-type transcriptional regulator		
PALMKOPA_01622	CDS	asd	1.2.1.11	Aspartate-semialdehyde dehydrogenase
PALMKOPA_01623	CDS	patA_4	2.6.1.-	Putative N-acetyl-LL-diaminopimelate aminotransferase
PALMKOPA_01624	CDS	dapB	1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase
PALMKOPA_01625	CDS	dapA_1	4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase
PALMKOPA_01626	CDS	ykuR	3.5.1.47	N-acetyldiaminopimelate deacetylase
PALMKOPA_01627	CDS	dapH	2.3.1.89	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
PALMKOPA_01628	CDS	lysA	4.1.1.20	Diaminopimelate decarboxylase
PALMKOPA_01629	CDS	yclM	2.7.2.4	Aspartokinase 3
PALMKOPA_01630	CDS	dapF	5.1.1.7	Diaminopimelate epimerase
PALMKOPA_01631	CDS	apbE	2.7.1.180	FAD:protein FMN transferase
PALMKOPA_01632	CDS	hypothetical protein		
PALMKOPA_01633	CDS	hypothetical protein		
PALMKOPA_01634	CDS	arsC	1.20.4.1	Glutaredoxin arsenate reductase
PALMKOPA_01635	CDS	glpQ_2	3.1.4.46	Glycerophosphodiester phosphodiesterase
PALMKOPA_01636	CDS	1.-.-.-	putative oxidoreductase	
PALMKOPA_01637	CDS	putative HTH-type transcriptional regulator		
PALMKOPA_01638	CDS	fetB	putative iron export permease protein FetB	
PALMKOPA_01639	CDS	fetA_1	3.6.3.-	putative iron export ATP-binding protein FetA
PALMKOPA_01640	CDS	fetA_2	3.6.3.-	putative iron export ATP-binding protein FetA
PALMKOPA_01641	CDS	alsS	2.2.1.6	Acetolactate synthase
PALMKOPA_01642	CDS	hypothetical protein		
PALMKOPA_01643	CDS	hypothetical protein		
PALMKOPA_01644	CDS	hypothetical protein		
PALMKOPA_01645	CDS	cah	4.2.1.1	Carbonic anhydrase
PALMKOPA_01646	CDS	carB_4	6.3.5.5	Carbamoyl-phosphate synthase large chain
PALMKOPA_01647	CDS	carA_3	6.3.5.5	Carbamoyl-phosphate synthase small chain
PALMKOPA_01648	CDS	rluD_3	5.4.99.23	Ribosomal large subunit pseudouridine synthase D
PALMKOPA_01649	CDS	lspA	3.4.23.36	Lipoprotein signal peptidase
PALMKOPA_01650	CDS	hypothetical protein		
PALMKOPA_01651	CDS	rnhA	14.7 kDa ribonuclease H-like protein	
PALMKOPA_01652	CDS	hypothetical protein		
PALMKOPA_01653	CDS	yckB	putative ABC transporter extracellular-binding protein YckB	
PALMKOPA_01654	CDS	yecS_2	L-cystine transport system permease protein YecS	
PALMKOPA_01655	CDS	hypothetical protein		
PALMKOPA_01656	CDS	ptsI_2	2.7.3.9	Phosphoenolpyruvate-protein phosphotransferase
PALMKOPA_01657	CDS	fucP	L-fucose-proton symporter	
PALMKOPA_01658	CDS	rbsD	5.4.99.62	D-ribose pyranase
PALMKOPA_01659	CDS	rbsK/rbiA_2	Bifunctional ribokinase/ribose-5-phosphate isomerase A	
PALMKOPA_01660	CDS	deoR	Deoxyribonucleoside regulator	
PALMKOPA_01661	CDS	deoC1	4.1.2.4	Deoxyribose-phosphate aldolase 1
PALMKOPA_01662	CDS	hypothetical protein		
PALMKOPA_01663	CDS	rbsK	2.7.1.15	Ribokinase
PALMKOPA_01664	CDS	gatC_2	PTS system galactitol-specific EIIC component	
PALMKOPA_01665	CDS	thiI	2.8.1.4	putative tRNA sulfurtransferase
PALMKOPA_01666	CDS	iscS_1	2.8.1.7	Cysteine desulfurase IscS
PALMKOPA_01667	CDS	ezrA	Septation ring formation regulator EzrA	
PALMKOPA_01668	CDS	rpsD	30S ribosomal protein S4	
PALMKOPA_01669	CDS	sle1	3.5.1.28	N-acetylmuramoyl-L-alanine amidase sle1
PALMKOPA_01670	CDS	hypothetical protein		
PALMKOPA_01671	CDS	hypothetical protein		
PALMKOPA_01672	CDS	hypothetical protein		
PALMKOPA_01673	CDS	hypothetical protein		
PALMKOPA_01674	CDS	hypothetical protein		
PALMKOPA_01675	CDS	hypothetical protein		
PALMKOPA_01676	CDS	hypothetical protein		
PALMKOPA_01677	CDS	hypothetical protein		
PALMKOPA_01678	CDS	hypothetical protein		
PALMKOPA_01679	CDS	hypothetical protein		
PALMKOPA_01680	CDS	lexA_2	3.4.21.88	LexA repressor
PALMKOPA_01681	CDS	mvaS	2.3.3.10	Hydroxymethylglutaryl-CoA synthase
PALMKOPA_01682	CDS	lutA	Lactate utilization protein A	
PALMKOPA_01683	CDS	lutB	Lactate utilization protein B	
PALMKOPA_01684	CDS	lutC	Lactate utilization protein C	
PALMKOPA_01685	CDS	hypothetical protein		
PALMKOPA_01686	CDS	hypothetical protein		
PALMKOPA_01687	CDS	ytrF	ABC transporter permease YtrF	
PALMKOPA_01688	CDS	xerC_2	Tyrosine recombinase XerC	
PALMKOPA_01689	CDS	ydjP_2	3.-.-.-	AB hydrolase superfamily protein YdjP
PALMKOPA_01690	CDS	citG_2	2.4.2.52	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PALMKOPA_01691	CDS	sorC_2	Sorbitol operon regulator	
PALMKOPA_01692	CDS	xylB_3	1.1.1.90	Aryl-alcohol dehydrogenase
PALMKOPA_01693	CDS	hypothetical protein		
PALMKOPA_01694	CDS	1.1.1.-	L-2-hydroxyisocaproate dehydrogenase	
PALMKOPA_01695	CDS	gutB	1.1.1.14	Sorbitol dehydrogenase
PALMKOPA_01696	CDS	yhfP	1.6.5.-	Putative quinone oxidoreductase YhfP
PALMKOPA_01697	CDS	opuCB_1	Carnitine transport permease protein OpuCB	
PALMKOPA_01698	CDS	opuCA	3.6.3.32	Carnitine transport ATP-binding protein OpuCA
PALMKOPA_01699	CDS	opuCB_2	Carnitine transport permease protein OpuCB	
PALMKOPA_01700	CDS	yehZ	Glycine betaine-binding protein YehZ	
PALMKOPA_01701	CDS	ywnA_3	Putative HTH-type transcriptional regulator YwnA	
PALMKOPA_01702	CDS	hypothetical protein		
PALMKOPA_01703	CDS	paiA	2.3.1.57	Spermidine/spermine N(1)-acetyltransferase
PALMKOPA_01704	CDS	hypothetical protein		
PALMKOPA_01705	CDS	hypothetical protein		
PALMKOPA_01706	CDS	hypothetical protein		
PALMKOPA_01707	CDS	degA_3	HTH-type transcriptional regulator DegA	
PALMKOPA_01708	CDS	hypothetical protein		
PALMKOPA_01709	CDS	hypothetical protein		
PALMKOPA_01710	tRNA	tRNA-Ser(cga)		
PALMKOPA_01711	CDS	xerD_4	Tyrosine recombinase XerD	
PALMKOPA_01712	CDS	hypothetical protein		
PALMKOPA_01713	CDS	hypothetical protein		
PALMKOPA_01714	CDS	hypothetical protein		
PALMKOPA_01715	CDS	hypothetical protein		
PALMKOPA_01716	CDS	hypothetical protein		
PALMKOPA_01717	CDS	hypothetical protein		
PALMKOPA_01718	CDS	ydhP_1	Inner membrane transport protein YdhP	
PALMKOPA_01719	CDS	mntH_2	Divalent metal cation transporter MntH	
PALMKOPA_01720	CDS	hypothetical protein		
PALMKOPA_01721	CDS	accC_2	6.3.4.14	Biotin carboxylase
PALMKOPA_01722	CDS	accB_2	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	
PALMKOPA_01723	CDS	kipA	KipI antagonist	
PALMKOPA_01724	CDS	kipI	Kinase A inhibitor	
PALMKOPA_01725	CDS	putative HTH-type transcriptional regulator		
PALMKOPA_01726	CDS	hypothetical protein		
PALMKOPA_01727	CDS	malL	3.2.1.10	"Oligo-1,6-glucosidase"
PALMKOPA_01728	CDS	ccpA_3	Catabolite control protein A	
PALMKOPA_01729	CDS	dinB_1	2.7.7.7	DNA polymerase IV
PALMKOPA_01730	CDS	hypothetical protein		
PALMKOPA_01731	CDS	dhaT	1.1.1.202	"1,3-propanediol dehydrogenase"
PALMKOPA_01732	tRNA	tRNA-Leu(aag)		
PALMKOPA_01733	CDS	hypothetical protein		
PALMKOPA_01734	CDS	hypothetical protein		
PALMKOPA_01735	CDS	padC	4.1.1.-	Phenolic acid decarboxylase PadC
PALMKOPA_01736	CDS	hypothetical protein		
PALMKOPA_01737	CDS	ndkA	2.7.4.6	Nucleoside diphosphate kinase
PALMKOPA_01738	CDS	hypothetical protein		
PALMKOPA_01739	CDS	tmcA	2.3.1.193	tRNA(Met) cytidine acetyltransferase TmcA
PALMKOPA_01740	CDS	dxs_2	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase
PALMKOPA_01741	CDS	smc_5	Chromosome partition protein Smc	
PALMKOPA_01742	CDS	hypothetical protein		
PALMKOPA_01743	CDS	hypothetical protein		
PALMKOPA_01744	CDS	hypothetical protein		
PALMKOPA_01745	CDS	hypothetical protein		
PALMKOPA_01746	CDS	hypothetical protein		
PALMKOPA_01747	CDS	hypothetical protein		
PALMKOPA_01748	CDS	hypothetical protein		
PALMKOPA_01749	CDS	lyc	3.2.1.17	Autolytic lysozyme
PALMKOPA_01750	CDS	hypothetical protein		
PALMKOPA_01751	CDS	hypothetical protein		
PALMKOPA_01752	CDS	dnaC	3.6.4.12	Replicative DNA helicase
PALMKOPA_01753	CDS	rplI	50S ribosomal protein L9	
PALMKOPA_01754	CDS	gdpP	3.1.4.-	Cyclic-di-AMP phosphodiesterase GdpP
PALMKOPA_01755	CDS	rpsR	30S ribosomal protein S18	
PALMKOPA_01756	CDS	ssbA_1	Single-stranded DNA-binding protein A	
PALMKOPA_01757	CDS	rpsF	30S ribosomal protein S6	
PALMKOPA_01758	CDS	nixA	High-affinity nickel-transport protein NixA	
PALMKOPA_01759	CDS	nadE_2	6.3.5.1	NH(3)-dependent NAD(+) synthetase
PALMKOPA_01760	CDS	glpF	Glycerol uptake facilitator protein	
PALMKOPA_01761	CDS	hypothetical protein		
PALMKOPA_01762	CDS	purE_2	5.4.99.18	N5-carboxyaminoimidazole ribonucleotide mutase
PALMKOPA_01763	CDS	hypothetical protein		
PALMKOPA_01764	CDS	fnr_2	Anaerobic regulatory protein	
PALMKOPA_01765	CDS	manX	2.7.1.191	PTS system mannose-specific EIIAB component
PALMKOPA_01766	CDS	sorA	PTS system sorbose-specific EIIC component	
PALMKOPA_01767	CDS	manZ	PTS system mannose-specific EIID component	
PALMKOPA_01768	CDS	hypothetical protein		
PALMKOPA_01769	tmRNA	ssrA	"transfer-messenger RNA, SsrA"	
PALMKOPA_01770	CDS	srrA	Transcriptional regulatory protein SrrA	
PALMKOPA_01771	CDS	phoR_2	2.7.13.3	Alkaline phosphatase synthesis sensor protein PhoR
PALMKOPA_01772	CDS	glcU_1	Glucose uptake protein GlcU	
PALMKOPA_01773	CDS	cycA_2	D-serine/D-alanine/glycine transporter	
PALMKOPA_01774	CDS	glnQ_3	Glutamine transport ATP-binding protein GlnQ	
PALMKOPA_01775	CDS	glnP_2	Glutamine transport system permease protein GlnP	
PALMKOPA_01776	tRNA	tRNA-Pro(cgg)		
PALMKOPA_01777	CDS	trpS2	6.1.1.2	Tryptophan--tRNA ligase 2
PALMKOPA_01778	tRNA	tRNA-Glu(ttc)		
PALMKOPA_01779	CDS	hypothetical protein		
PALMKOPA_01780	CDS	guaC	1.7.1.7	GMP reductase
PALMKOPA_01781	CDS	purA	6.3.4.4	Adenylosuccinate synthetase
PALMKOPA_01782	CDS	sad	1.2.1.16	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
PALMKOPA_01783	CDS	pyrR	Bifunctional protein pyrR	
PALMKOPA_01784	CDS	pyrF	4.1.1.23	Orotidine 5'-phosphate decarboxylase
PALMKOPA_01785	CDS	pyrE_3	2.4.2.10	Orotate phosphoribosyltransferase
PALMKOPA_01786	CDS	hypothetical protein		
PALMKOPA_01787	CDS	hypothetical protein		
PALMKOPA_01788	CDS	dinB_2	2.7.7.7	DNA polymerase IV
PALMKOPA_01789	CDS	hypothetical protein		
PALMKOPA_01790	CDS	lytG_2	3.2.1.-	Exo-glucosaminidase LytG
PALMKOPA_01791	CDS	asnA	6.3.1.1	Aspartate--ammonia ligase
PALMKOPA_01792	CDS	metE	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
PALMKOPA_01793	CDS	luxS	4.4.1.21	S-ribosylhomocysteine lyase
PALMKOPA_01794	CDS	hssR_2	Heme response regulator HssR	
PALMKOPA_01795	CDS	hypothetical protein		
PALMKOPA_01796	CDS	iscS_2	2.8.1.7	Cysteine desulfurase IscS
PALMKOPA_01797	CDS	hypothetical protein		
PALMKOPA_01798	CDS	hypothetical protein		
PALMKOPA_01799	CDS	hypothetical protein		
PALMKOPA_01800	CDS	hypothetical protein		
PALMKOPA_01801	CDS	hypothetical protein		
PALMKOPA_01802	CDS	sph	4.2.1.53	Oleate hydratase
PALMKOPA_01803	CDS	hypothetical protein		
PALMKOPA_01804	CDS	garB_1	1.8.1.16	Glutathione amide reductase
PALMKOPA_01805	CDS	hypothetical protein		
PALMKOPA_01806	CDS	ydaP	Putative thiamine pyrophosphate-containing protein YdaP	
PALMKOPA_01807	CDS	hypothetical protein		
PALMKOPA_01808	CDS	dut	3.6.1.23	Deoxyuridine 5'-triphosphate nucleotidohydrolase
PALMKOPA_01809	CDS	radA	3.6.4.-	DNA repair protein RadA
PALMKOPA_01810	CDS	yacL	3.1.-.-	putative PIN and TRAM-domain containing protein YacL
PALMKOPA_01811	CDS	gltX	6.1.1.17	Glutamate--tRNA ligase
PALMKOPA_01812	CDS	hypothetical protein		
PALMKOPA_01813	CDS	hypothetical protein		
PALMKOPA_01814	CDS	hypothetical protein		
PALMKOPA_01815	CDS	hypothetical protein		
PALMKOPA_01816	CDS	ytbE	1.-.-.-	putative oxidoreductase YtbE
PALMKOPA_01817	CDS	dkgB	1.1.1.346	"2,5-diketo-D-gluconic acid reductase B"
PALMKOPA_01818	CDS	1.-.-.-	putative oxidoreductase	
PALMKOPA_01819	CDS	dhmA	3.8.1.5	Haloalkane dehalogenase
PALMKOPA_01820	CDS	nfnB_2	1.-.-.-	Nitroreductase NfnB
PALMKOPA_01821	CDS	hypothetical protein		
PALMKOPA_01822	CDS	hypothetical protein		
PALMKOPA_01823	CDS	hypothetical protein		
PALMKOPA_01824	CDS	bacC_2	1.1.1.385	Dihydroanticapsin 7-dehydrogenase
PALMKOPA_01825	CDS	bglF	PTS system beta-glucoside-specific EIIBCA component	
PALMKOPA_01826	CDS	treR	HTH-type transcriptional regulator TreR	
PALMKOPA_01827	CDS	treA	3.2.1.93	Trehalose-6-phosphate hydrolase
PALMKOPA_01828	CDS	cysS	6.1.1.16	Cysteine--tRNA ligase
PALMKOPA_01829	CDS	mrnC	3.1.26.-	Mini-ribonuclease 3
PALMKOPA_01830	CDS	2.1.1.-	Putative TrmH family tRNA/rRNA methyltransferase	
PALMKOPA_01831	CDS	sigH	RNA polymerase sigma-H factor	
PALMKOPA_01832	CDS	rpmGA_2	50S ribosomal protein L33 1	
PALMKOPA_01833	CDS	secE	Protein translocase subunit SecE	
PALMKOPA_01834	CDS	nusG	Transcription termination/antitermination protein NusG	
PALMKOPA_01835	CDS	rplK	50S ribosomal protein L11	
PALMKOPA_01836	CDS	rplA	50S ribosomal protein L1	
PALMKOPA_01837	CDS	dapE_2	3.5.1.18	putative succinyl-diaminopimelate desuccinylase
PALMKOPA_01838	CDS	guaD_1	3.5.4.3	Guanine deaminase
PALMKOPA_01839	CDS	guaD_2	3.5.4.3	Guanine deaminase
PALMKOPA_01840	CDS	1.1.1.401	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))	
PALMKOPA_01841	CDS	hypothetical protein		
PALMKOPA_01842	CDS	ybaQ	putative HTH-type transcriptional regulator YbaQ	
PALMKOPA_01843	CDS	gadB	4.1.1.15	Glutamate decarboxylase
PALMKOPA_01844	CDS	hypothetical protein		
PALMKOPA_01845	CDS	hypothetical protein		
PALMKOPA_01846	CDS	ygaZ	Inner membrane protein YgaZ	
PALMKOPA_01847	CDS	dacA_3	3.4.16.4	D-alanyl-D-alanine carboxypeptidase DacA
PALMKOPA_01848	CDS	resE	2.7.13.3	Sensor histidine kinase ResE
PALMKOPA_01849	CDS	phoP_2	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	
PALMKOPA_01850	CDS	hypothetical protein		
PALMKOPA_01851	CDS	hypothetical protein		
PALMKOPA_01852	CDS	hypothetical protein		
PALMKOPA_01853	CDS	hypothetical protein		
PALMKOPA_01854	CDS	hypothetical protein		
PALMKOPA_01855	CDS	hypothetical protein		
PALMKOPA_01856	CDS	hypothetical protein		
PALMKOPA_01857	CDS	hypothetical protein		
PALMKOPA_01858	CDS	hypothetical protein		
PALMKOPA_01859	CDS	hypothetical protein		
PALMKOPA_01860	CDS	hypothetical protein		
PALMKOPA_01861	CDS	hypothetical protein		
PALMKOPA_01862	CDS	hypothetical protein		
PALMKOPA_01863	CDS	lysN	2.6.1.39	2-aminoadipate transaminase
PALMKOPA_01864	CDS	gshAB_4	Glutathione biosynthesis bifunctional protein GshAB	
PALMKOPA_01865	CDS	artP_2	Arginine-binding extracellular protein ArtP	
PALMKOPA_01866	CDS	hypothetical protein		
PALMKOPA_01867	tRNA	tRNA-Glu(ctc)		
PALMKOPA_01868	CDS	aldC	4.1.1.5	Alpha-acetolactate decarboxylase
PALMKOPA_01869	CDS	tpiA_2	5.3.1.1	Triosephosphate isomerase
PALMKOPA_01870	CDS	dkgA	1.1.1.274	"2,5-diketo-D-gluconic acid reductase A"
PALMKOPA_01871	CDS	hypothetical protein		
PALMKOPA_01872	CDS	hypothetical protein		
PALMKOPA_01873	CDS	hypothetical protein		
PALMKOPA_01874	CDS	hypothetical protein		
PALMKOPA_01875	CDS	asnB_2	6.3.5.4	Asparagine synthetase B [glutamine-hydrolyzing]
PALMKOPA_01876	CDS	hypothetical protein		
PALMKOPA_01877	CDS	ydhP_2	Inner membrane transport protein YdhP	
PALMKOPA_01878	CDS	naiP_2	Putative niacin/nicotinamide transporter NaiP	
PALMKOPA_01879	CDS	nadC	2.4.2.19	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
PALMKOPA_01880	CDS	hypothetical protein		
PALMKOPA_01881	CDS	hypothetical protein		
PALMKOPA_01882	CDS	hypothetical protein		
PALMKOPA_01883	CDS	hypothetical protein		
PALMKOPA_01884	CDS	hypothetical protein		
PALMKOPA_01885	CDS	hypothetical protein		
PALMKOPA_01886	CDS	hypothetical protein		
PALMKOPA_01887	CDS	hypothetical protein		
PALMKOPA_01888	CDS	copY_2	Transcriptional repressor CopY	
PALMKOPA_01889	CDS	copB	3.6.3.54	Copper-exporting P-type ATPase B
PALMKOPA_01890	CDS	hypothetical protein		
PALMKOPA_01891	CDS	hypothetical protein		
PALMKOPA_01892	CDS	hypothetical protein		
PALMKOPA_01893	CDS	hypothetical protein		
PALMKOPA_01894	CDS	hypothetical protein		
PALMKOPA_01895	CDS	hypothetical protein		
PALMKOPA_01896	CDS	hypothetical protein		
PALMKOPA_01897	CDS	hypothetical protein		
PALMKOPA_01898	CDS	hypothetical protein		
PALMKOPA_01899	CDS	hypothetical protein		
PALMKOPA_01900	CDS	hypothetical protein		
PALMKOPA_01901	CDS	hypothetical protein		
PALMKOPA_01902	CDS	hypothetical protein		
PALMKOPA_01903	CDS	hypothetical protein		
PALMKOPA_01904	CDS	hypothetical protein		
PALMKOPA_01905	CDS	yhjE	Inner membrane metabolite transport protein YhjE	
PALMKOPA_01906	CDS	mhpD_2	4.2.1.80	2-keto-4-pentenoate hydratase
PALMKOPA_01907	CDS	1.1.1.-	L-2-hydroxyisocaproate dehydrogenase	
PALMKOPA_01908	CDS	smc_6	Chromosome partition protein Smc	
PALMKOPA_01909	CDS	hypothetical protein		
PALMKOPA_01910	CDS	hypothetical protein		
PALMKOPA_01911	CDS	hypothetical protein		
PALMKOPA_01912	CDS	hypothetical protein		
PALMKOPA_01913	CDS	hypothetical protein		
PALMKOPA_01914	CDS	hypothetical protein		
PALMKOPA_01915	CDS	hypothetical protein		
PALMKOPA_01916	CDS	hypothetical protein		
PALMKOPA_01917	CDS	hypothetical protein		
PALMKOPA_01918	CDS	hypothetical protein		
PALMKOPA_01919	CDS	hypothetical protein		
PALMKOPA_01920	CDS	lytG_3	3.2.1.-	Exo-glucosaminidase LytG
PALMKOPA_01921	CDS	hypothetical protein		
PALMKOPA_01922	CDS	hypothetical protein		
PALMKOPA_01923	CDS	hypothetical protein		
PALMKOPA_01924	CDS	hypothetical protein		
PALMKOPA_01925	CDS	hypothetical protein		
PALMKOPA_01926	CDS	bmr3	Multidrug resistance protein 3	
PALMKOPA_01927	CDS	hemH	4.99.1.1	Ferrochelatase
PALMKOPA_01928	CDS	yjeM_2	Inner membrane transporter YjeM	
PALMKOPA_01929	CDS	kdgR_3	HTH-type transcriptional regulator KdgR	
PALMKOPA_01930	CDS	hypothetical protein		
PALMKOPA_01931	CDS	hypothetical protein		
PALMKOPA_01932	CDS	rfbX_2	Putative O-antigen transporter	
PALMKOPA_01933	CDS	hypothetical protein		
PALMKOPA_01934	CDS	bin3_1	Putative transposon Tn552 DNA-invertase bin3	
PALMKOPA_01935	CDS	hrtA	3.6.3.-	Putative hemin import ATP-binding protein HrtA
PALMKOPA_01936	CDS	putative ABC transporter permease		
PALMKOPA_01937	CDS	crtB	2.5.1.99	All-trans-phytoene synthase
PALMKOPA_01938	CDS	hypothetical protein		
PALMKOPA_01939	CDS	hypothetical protein		
PALMKOPA_01940	CDS	nfrA1	1.5.1.38	FMN reductase (NADPH)
PALMKOPA_01941	tRNA	tRNA-Thr(ggt)		
PALMKOPA_01942	CDS	Membrane lipoprotein TpN32		
PALMKOPA_01943	CDS	czrA	HTH-type transcriptional repressor CzrA	
PALMKOPA_01944	CDS	hypothetical protein		
PALMKOPA_01945	CDS	pezA	Antitoxin PezA	
PALMKOPA_01946	CDS	hypothetical protein		
PALMKOPA_01947	CDS	lacS_2	Lactose permease	
PALMKOPA_01948	CDS	lacR_2	HTH-type transcriptional regulator LacR	
PALMKOPA_01949	CDS	hypothetical protein		
PALMKOPA_01950	CDS	trxA_3	Thioredoxin	
PALMKOPA_01951	CDS	garB_2	1.8.1.16	Glutathione amide reductase
PALMKOPA_01952	CDS	hypothetical protein		
PALMKOPA_01953	CDS	hypothetical protein		
PALMKOPA_01954	CDS	hypothetical protein		
PALMKOPA_01955	CDS	maa	2.3.1.79	Maltose O-acetyltransferase
PALMKOPA_01956	CDS	thpR	3.1.4.-	"RNA 2',3'-cyclic phosphodiesterase"
PALMKOPA_01957	CDS	hypothetical protein		
PALMKOPA_01958	CDS	adhA_2	1.1.1.1	Alcohol dehydrogenase 1
PALMKOPA_01959	CDS	ybiR	Inner membrane protein YbiR	
PALMKOPA_01960	CDS	hypothetical protein		
PALMKOPA_01961	CDS	hypothetical protein		
PALMKOPA_01962	CDS	garK	2.7.1.165	Glycerate 2-kinase
PALMKOPA_01963	CDS	dsdX	DsdX permease	
PALMKOPA_01964	CDS	hypothetical protein		
PALMKOPA_01965	CDS	hypothetical protein		
PALMKOPA_01966	CDS	hypothetical protein		
PALMKOPA_01967	CDS	hypothetical protein		
PALMKOPA_01968	CDS	hypothetical protein		
PALMKOPA_01969	CDS	hypothetical protein		
PALMKOPA_01970	CDS	epsF_2	2.4.-.-	Putative glycosyltransferase EpsF
PALMKOPA_01971	CDS	trxB_2	1.8.1.9	Thioredoxin reductase
